nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Edificio Candela","Carlos Carbonell Pañella",,39.468919201026516,-0.36929079036755175,3,2397,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1157.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Bernardo Gómez","Vicente Rodríguez Martín",,39.469155791289886,-0.3690507155714469,3,2405,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1176.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Ortega","Manuel Peris Ferrando",,39.46546973396812,-0.37321699898091587,3,2469,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1378.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Tamarit-Navarro","Pascual Herrero Ripoll (maestro de obras) / Ramón Lucini Callejo",,39.46638447005776,-0.372559344582017,3,2429,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1316.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Cortina Pérez","José Mª Manuel Cortina Pérez",,39.470393648243885,-0.36698445045965433,3,2472,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1382.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Esteban Martínez","Luis Albert Ballesteros",,39.47013517122034,-0.36766910722077156,3,2312,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1026.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Francisco Sancho","Demetrio Ribes Marco",,39.46528909103121,-0.3737712208711698,3,2460,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1363.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Ferrer","Vicente Ferrer Pérez",,39.467199046564176,-0.372206248194104,3,2461,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1364.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Volta","Fernando de Urrutia Usaola",,39.46859303194388,-0.3705902181175564,3,2285,,Oficina,true,https://arquitecturavalencia.es/img/comprimido/987.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificios Pasaje Ruzafa (Edificaciones Civiles I)","Miguel Colomina Barberá",,39.4657554431422,-0.3735932302270228,3,2273,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/962.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
